id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1724,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Grand Conseil des Cris,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1725,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,IDDPNQL,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1726,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Kahnawà:ke,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1727,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Kanesatake,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1728,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Makivik,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1729,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Naskapis,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1730,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Nunavik Marine Region Wildlife Board,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1731,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Regroupement Petapan Inc.,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1732,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,RNUK,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1733,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1734,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Tribal Council,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1735,"Mines, Mont-Wright",Matimekush - Lac John,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, ECCC",Commentaires écrits,"Pré-autorisation
Janv. 2018: Consultations REMM d'ECCC (MPO min. expert sur compensation) pour phase 1 du projet d'agrandissement. Consultations pour la phase 2 seront réalisées ultérieurement
Compensation habitat poisson: Lac John a reproché à ECCC de ne pas avoir été assez consultés. Le contentieux d'ECCC a indiqué qu'il fallait les reconsulter sur le REMM pour la phase 1 d'agrandissement. ",
1736,"Mines, Mont-Wright",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, ECCC",Commentaires écrits,"Pré-autorisation
anv. 2018: Consultations REMM d'ECCC (MPO min. expert sur compensation) pour phase 1 du projet d'agrandissement. Consultations pour la phase 2 seront réalisées ultérieurement
Compensation habitat poisson: 24 janv. 2018, dans lettre à MPO, chef McKenzie affirme un fort appui au projet compensatoire du promo prévu sur rivière Nipissis. ",
1737,"Projet d’exploitation de spodumène par Québec-Lithium, Projet Miniers NAL",Anishnabe du Lac Simon,DRGÉ-PPPH,Consultation,active,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
De juin 2012 à 4 juil. 2018: consultations menées par ACÉE pour l'ÉE fédérale avec contribution du MPO notamment. Compensation habitat poisson: durant rencontre du 14 mars avec ACÉE, la PN a requis d'être consultée pour cibler le site de compensation 
Chair des poissons: souhait que les métaux soient échantillonnés chez la truite",
1738,"Projet d’exploitation de spodumène par Québec-Lithium, Projet Miniers NAL",Conseil de la Première Nation Abitibiwinni (Pikogan),DRGÉ-PPPH,Consultation,active,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
De juin 2012 à 4 juil. 2018: consultations menées par ACÉE pour l'ÉE fédérale avec contribution du MPO notamment. mpacts habitat poisson: après 4 mémoires déposés, le 20 mars 2018, dans lettre à l'ACÉE, PN indique qu'il demeure des incertitudes et demande le plan de surveillance du lac Lortie et les résultats des suivis du promo.
Processus d'ÉE féd.: a duré 6 ans alors que la mine était déjà en exploitation.",
1739,"Projet d’exploitation de spodumène par Québec-Lithium, Projet Miniers NAL",Grand Conseil des Cris,DRGÉ-PPPH,Consultation,active,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
De juin 2012 à 4 juil. 2018: consultations menées par ACÉE pour l'ÉE fédérale avec contribution du MPO notamment. ",
1740,"Projet d'installation de filtres inversés digue 2 Bersimis-2, Labrieville",,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1741,"Projet minier, mine d'apatite du lac à Paul, MRC Fjord-du-Saguenay",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,on hold,,,Marion,ECCC,À venir,"MPO a produit un premier ABC en 2015
1er juin 2018: reçu demande d'autorisation 35",
1742,"Projet minier, mine d'apatite du lac à Paul, MRC Fjord-du-Saguenay",Mashteuiatsh,DRGÉ-PPPH,Consultation,on hold,,,Marion,ECCC,À venir,"MPO a produit un premier ABC en 2015
1er juin 2018: reçu demande d'autorisation 35",
1743,"Projet minier, mine d'apatite du lac à Paul, MRC Fjord-du-Saguenay",Pessamit,DRGÉ-PPPH,Consultation,on hold,,,Marion,ECCC,À venir,"MPO a produit un premier ABC en 2015
1er juin 2018: reçu demande d'autorisation 35",
1744,Prolongement autoroute 35,,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1745,Prolongement de la route 138 vers l’est (entre La Romaine à la rivière Washicoutai),,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1746,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d'eau, Gatineau",Algonquins,DRGÉ-PPPH,Consultation,upcoming,,,Annik,,,,
1747,"Prolongement quai 20, agrandissement installations portuaires, fl St-Laurent, port de Trois-Rivières",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,on hold,,,,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1748,"Prolongement quai 20, agrandissement installations portuaires, fl St-Laurent, port de Trois-Rivières",Grand Conseil de la Nation Waban-Aki,DRGÉ-PPPH,Consultation,on hold,,,,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1749,Reconstruction du pont de l'île d'Orléans,Essipit,DRGÉ-PPPH,Consultation,upcoming,,,Mélanie Laflèche,TC,,,
1750,Reconstruction du pont de l'île d'Orléans,Malécites de Viger,DRGÉ-PPPH,Consultation,upcoming,,,Mélanie Laflèche,TC,,,
1751,Reconstruction du pont de l'île d'Orléans,Mashteuiatsh,DRGÉ-PPPH,Consultation,upcoming,,,Mélanie Laflèche,TC,,,
1752,Reconstruction du pont de l'île d'Orléans,Pessamit,DRGÉ-PPPH,Consultation,upcoming,,,Mélanie Laflèche,TC,,,
1753,Reconstruction du pont de l'île d'Orléans,Wendake,DRGÉ-PPPH,Consultation,upcoming,,,Mélanie Laflèche,TC,,,
1754,"Reconstruction d'un pont, ruisseau Petit-Gaspé, parc national Forillon, Gaspé",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,,,Annik,PC,Commentaires écrits,,
1755,Reconstruction Pont Charles-de-Gaulles,,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1756,Reconstruction pont Pie-IX,Kahnawà:ke,DRGÉ-PPPH,Consultation,active,,,,"MPO,TC",Commentaires écrits et rencontre?,"ABC ???
Date initiation consul???
Réception préocuppations du MCK ???
1er août 2019: Réponse du MPO aux préocuations du MCK
1er août 2019
Réponse du MCK sur les Impacts des structures temporaire sur l'habitat d'alimentation des juvéniles
et sur la suffisance de la compensation.",
1757,"Reconstruction pont, Île-aux-Tourtes (projet d'ampleur)",,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1758,Réfection barrage lac Jacques-Cartier (RFL),Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,upcoming,,,,,,Pré-autorisation,
1759,"Réfection culée nord du pont P-3150, sécurité des usagers, rivière Châteauguay, Hinchinbrooke",Akwesasne,DRGÉ-PPPH,Information,active,,,Serge-Éric,,Information transmise,Pré-autorisation,
1760,"Réfection culée nord du pont P-3150, sécurité des usagers, rivière Châteauguay, Hinchinbrooke",Kahnawà:ke,DRGÉ-PPPH,Information,active,,,Serge-Éric,,Information transmise,Pré-autorisation,
1761,"Réfection culée nord du pont P-3150, sécurité des usagers, rivière Châteauguay, Hinchinbrooke",Kanesatake,DRGÉ-PPPH,Information,active,,,Serge-Éric,,Information transmise,Pré-autorisation,
1762,"Réfection enrochement, Tunnel Louis-Hyppolite Lafontaine",,DRGÉ-PPPH,Consultation,,,,,,,,
1763,"Réfection hâvre de pêche, Carleton",,DRGÉ-PPPH,Consultation,,,,Annik,"PPB, MPO",,,
1764,"Réfection, barrage Simon-Sicard, Centrale Rivière Prairies, Montréal",Akwesasne,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"ABC produite
14 juin 2018: envoyé lettre d'initiation de consultation autorisation 35 + doc de consultation
12 juil 2018: envoyé lettre informant ajout de TC aux consultations  ",
1765,"Réfection, barrage Simon-Sicard, Centrale Rivière Prairies, Montréal",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"ABC produite
14 juin 2018: envoyé lettre d'initiation de consultation autorisation 35 + doc de consultation
12 juil 2018: envoyé lettre informant ajout de TC aux consultations
1er août 2018: relancé MCK si enjeux, commentaires  
6 août 2018: reçu lettre  de commentaires et préoccupations du MCK sur le projet.Méthodes de tabilisatio:n alternatives reuises, question sur la stabilisation proposée vs. poisson
Compensation d'habitat poisson: plus d'info. requises sur les options fournies à MPO","
"
1766,"Réfection, barrage Simon-Sicard, Centrale Rivière Prairies, Montréal",Kanesatake,DRGÉ-PPPH,Information,active,,,,,Commentaires écrits,"ABC produite
14 juin 2018: envoyé lettre d'initiation de consultation autorisation 35 + doc de consultation
12 juil 2018: envoyé lettre informant ajout de TC aux consultations  ",
1767,"Réfection, réversoir, Lac St-Pierre",,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1768,"Réhabilitation centrale Hull 1, riv. des Outaouais, Gatineau",Algonquins,DRGÉ-PPPH,Consultation,completed,,,,,Commentaires écrits et rencontre,"11 juin 2018: TC a organisé une rencontre incluant MPO et recueillit les commentaires des PN. MPO a répondu à ceux sur le poisson.
Rencontre juin 2018: 
Délais de réponse: trop court
Esturgeon jaune et anguille: crainte que le projet aie des effets sur espèces 
à statut précaire. ",
1769,"Réhabilitation pilliers centrale Hull 2, riv. des Outaouais, Gatineau",Algonquins,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits et rencontre,"11 juin 2018: TC a organisé une rencontre incluant MPO et recueillit les commentaires des PN. MPO a répondu à ceux sur le poisson. Rencontre juin 2018: 
Délais de réponse: trop court; Esturgeon jaune et anguille: crainte que le projet aie des effets sur espèces à statut précaire. 
",
1770,"Relevés hydrométriques, liaison sous-marine à courant continu, entre péninsule gaspésienne et IDM",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,,,,Annik,,Aucune,"Aucune, le SMM a une bonne collaboration avec le promoteur. 
Consultation a entammé lorsque la demande d'examen pour la phase d'installation du cable sera transmise au MPO",
1771,"Remblai, aménagement parc Promenade Samuel-De Champlain, PHASE 3, fleuve Saint-Laurent, Québec",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
11 déc. 2017: envoyé lettre d'initiation consultation autorisation 35 + doc. de consultation 
10 avril 2018: reçu préoccupation de Wendake
13 juil. 2018: envoyé lettre réponse aux préoccupations :
.Financement: manque de contribution du fédéral amenuise capacité à participer aux consultations. 
Effets sur poisson et herbiers aquatiques: analyse détaillée requise. 
Implication évaluation du projet: implication requisedans suivis des effets, l'évaluation des dommages et besoin de compenser.  
Accès au Fleuve: demandentaccès permanent et gratuit durant travaux. ",
1772,"Remblai, aménagement parc Promenade Samuel-De Champlain, PHASE 3, fleuve Saint-Laurent, Québec",Essipit,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Pré-autorisation
ABC produit en 2017 par MPO
11 déc. 2017: envoyé lettre d'initiation consultation autorisation 35 + doc. de consultation 
11 janv. 2018: reçu lettre commentaires d'Essipit
La nation Innu d’Essipit nous a répondu le 11 janvier 2018 qu’ils n’avaient aucune préoccupation à l’égard de ce projet. ",
1773,"Remblai, aménagement parc Promenade Samuel-De Champlain, PHASE 3, fleuve Saint-Laurent, Québec",Malécites de Viger,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
11 déc. 2017: envoyé lettre d'initiation consultation autorisation 35 + doc. de consultation 
La nation  Malécites de Viger a été contactée verbalement et ils ont indiqué qu’ils n’avaient pas de préoccupations sur le projet même si nous n’avons pas reçu de lettre officielle à ce sujet.",
1774,"Remblai, aménagement parc Promenade Samuel-De Champlain, PHASE 3, fleuve Saint-Laurent, Québec",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
11 déc. 2017: envoyé lettre d'initiation consultation autorisation 35 + doc. de consultation",
1775,"Remblai, aménagement parc Promenade Samuel-De Champlain, PHASE 3, fleuve Saint-Laurent, Québec",Pessamit,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Pré-autorisation
ABC produit en 2017 par MPO
11 déc. 2017: envoyé lettre d'initiation consultation + doc. de consultation ",
1776,"Stabilisation de berge, Riv. Grand-Décharge, Alma",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,,,"Stéphanie, Annik ",,Commentaires écrits,En attente (septembre 2019),
1777,"Stabilisation de berges, enrochement, rivière Nouvelle",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Information,active,,,Annik,,Information transmise,,
1778,"Travaux d’urgence –  Petite Vallée, Gaspé, MRC of Côte-de-Gaspé*",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Information,completed,,,,,Information transmise,"27 sept. 2017: envoyé lettre d'info. autorisation 35 urgence émise 
28 juin 2018: envoyé lettre fermeture de dossier après analyse du rapport des travaux du promo.: pas dommages sérieux, pas de compensation requise. ",
1779,"Travaux d’urgence – Bank Stabilization work, St. Louis lake, Municipality of Notre-Dame-de-l’Île-Perrot*",Akwesasne,DRGÉ-PPPH,Information,active,,,,,Information transmise,"22 janv. 2018: envoyé lettre d'info. autorisation 35 urgence émise
28 mars 2018: reçu par DPP-ER, rapport des travaux.
9 avr 2018: envoyé par DPP-ER, indication qu'une condition d'autorisation n'a pas été respectée.   ",
1780,"Travaux d’urgence – Bank Stabilization work, St. Louis lake, Municipality of Notre-Dame-de-l’Île-Perrot*",Kanesatake,DRGÉ-PPPH,Information,active,,,,,Information transmise,"22 janv. 2018: envoyé lettre d'info. autorisation 35 urgence émise
28 mars 2018: reçu par DPP-ER, rapport des travaux.
9 avr 2018: envoyé par DPP-ER, indication qu'une condition d'autorisation n'a pas été respectée.   ",
